Reviews,Ratings,Food,Service,Ambience,Dates
Great food!  Great atmosphere!  All professionals!,5,5,5,5,July 18 2024
Excellent food - Ribeye. Filet Mignon. Caesar Salad  Excellent Service Team,5,5,5,5,July 18 2024
We love your food. everything is excellent except the calamare. Our family loves calamare. We notice that it was bland. there is no taste and texture was not crunchy. But overall. everything are so delicious and meat is tender. I will still recommend Golden Steer to our friends.,5,5,5,5,July 18 2024
Great food and ambience. very pricy as no sides are included in the price. I had filet mignon cooked to perfection with butter.  The butter topping was delicious and helped elevate the seasoning of the meat.  Also has the wedge salad.  Super great blue cheese dressing.  Overall would recommend but be prepared to fork over $100 per person.,5,5,5,5,July 18 2024
We enjoyed our evening so much! If I could have licked the plates respectfully I would have…. 😂! Wonderful staff and friendly! A lot of Delicious food!,5,5,5,5,July 18 2024
We had their famous Caesar salad. and it lives up to the hype.  We each ordered entrees. mine was a delectable prime rib cooked to perfection.  Our table agreed on three sides. whipped potatoes. garlic/parmesan broccoli. and cream corn.  Due to a birthday. they helped us celebrate with a luxurious slice of cheesecake.  The service was top-notch.  This landmark establishment easily lives up to its renowned reputation.,5,5,5,5,July 17 2024
We absolutely loved dining here. The service. the food - literally everything was great. Go here you won’t be disappointed.,5,5,5,5,July 17 2024
Everything was great except the parking. would be great if they could expand it,5,5,5,5,July 17 2024
Caesar salad was just ok. Romaine lettuce was not cold. and was yellow.  Steak was very fatty.  Would not go again:,3,2,3,4,July 17 2024
Had to reserve three months in advance. but worth the wait. Food was delicious. Service was impeccable. A bit pricey.  But I would go again. this time reserving a booth. A lot of traffic around the tables.,5,5,5,4,July 17 2024
The food was decent but my lobster tail was overcooked.  Drinks were the best part. I ordered 2 cocktails. I’ve always wanted to try thjs place because it gets amazing reviews. I am local and reservations are booked months in advance so that’s the downfall. but I found It to be similar to Herbs N Rye or Cleaver but overall it was a good experience. a lot of food.,4,3,4,5,July 17 2024
Great experience.  My husband and I split the Porterhouse. My picture will probably not do it justice. but it was cooked medium and sliced plated.   The meat was succulent. and its juices were tangy with a hint of pepper. For the sides. my husband had the twice baked potato. which was hearty. I enjoyed the creamed spinach. which was creamy buttery.,5,5,4,5,July 17 2024
Our experience was perfect! We loved the service. food. and vintage ambience. Will def be back!,5,5,5,5,July 16 2024
Best birthday dinner. Restaurant gives old Hollywood glamour! Staff was courteous and knowledgeable. We loved the table side Cesar salad and banana flambé. Both were delicious. We couldn’t stop eating the banana flambé and vanilla ice cream. The lobster tail was huge and tender. They give generous food portions so that you’re able to share and try a little of everything. Overall a wonderful experience.,5,5,5,5,July 15 2024
A little expensive. 10-15% I would estimate but excellent food and service.  Higher cost can be justified but does limit how often I go.,5,5,5,5,July 14 2024
Perfect blend of tradition without stuffiness. Delicious apps. tableside Caesar. and Filets. Seasoned staff and vintage decor made for a classic experience.,5,5,5,5,July 14 2024
Parking is a nightmare. Nothing short of. People traveling the wrong way down the single aisle. tow signs in places they shouldn’t be. Whatever. As a local. I can say I’ve been but won’t be back.  Service was great - no complaints there. This place may have been fine size wise in 1958 and for a few decades to follow. but in 2024 it’s ridiculously small. The booths are nice but extremely small whatever tables they have are taken with huge crowds. Which explains the limited availability when booking a reservation…that I made in November 2023 for last night!!  All that aside. the steaks were on point and everything was cooked as asked. I found the sides lacking: mac & cheese was bland. whipped potatoes flavorless & twice baked potato while quite good. overly salty. The bananas foster prepared tableside was exciting to watch and really good.  For $517 for 3 (one of our meals was the tomahawk) it wasn’t unreasonable again. as the steaks were well done. However I’ve had better meals that were just as good if not better at both Hanks & Echo & Rig and never had to fight for parking.,5,4,4,4,July 14 2024
You come here for the history and the vibes. You come back for the food and impeccable service.,5,5,5,5,July 14 2024
As 4th generation natives of Las Vegas we were so excited to finally get a reservation after 6 months. The service was terrible. Working for Luxury hotel companies I know what service is and I’ve  never been so rushed to eat my dinner. The food was sub par. Way overpriced!!! Better meal and service at Barry’s. TBOnes. and SW steakhouse. As a local and native I won’t be able to refer anyone to Golden Steer again as I have in the past. knowing how iconic it is to our city.What a disappointment.,2,2,1,5,July 13 2024
The service was impeccable. Very doting and explained the menu. Our food was outstanding. we just ordered too much of it!,5,5,5,5,July 13 2024
One of a kind dining experiences! Service & food was phenomenal!,5,5,5,5,July 12 2024
A place you have to try at least once. But you’ll keep coming back.,5,5,5,5,July 12 2024
The atmosphere was my absolute favorite. The waiters were very attentive and had such great stories to tell. My favorite was definitely the lobster!,4,4,5,5,July 12 2024
Our device was exceptional! James was very understanding and attentive!,5,5,5,5,July 12 2024
Great food. great service. Best steak I’ve ever had,5,5,5,5,July 11 2024
Seriously this has been the BEST meal I have ever had. We really wanted to eat here as a honeymoon celebration and after many attempts. we were lucky enough to get a reservation. From the drinks. to salad. to crab legs. steaks. sides. and dessert everything was truly phenomenal. The service was amazing and everyone was extremely hospitable and welcoming. I highly recommend dining here if you are able to. You will not be disappointed with anything you order. I highly recommend the crab legs and tomahawk meal. We will definitely be coming back the next time we visit Vegas!,5,5,5,5,July 11 2024
Amazing dinner and service! Thank you. we’ll be back!,5,5,5,5,July 11 2024
The steak and lobster meal for 2 was unbelievable.  The Cesaer salad was also delicious.  Will be going back on next trip to Vegas,5,5,5,5,July 11 2024
From the moment we got there we had excellent service and interactions with the staff. Food was excellent and I will definitely be returning. Steak lobster lamb chicken parmesan calamari salad banana Foster shrimp cocktail all absolutely stunning.,5,5,5,5,July 11 2024
We have traveled to Vegas several times. Eating at The Golden Steer Steakhouse is a must first thing we reserve when we come. The staff is fantastic. the food is delicious. and the ambiance is outstanding. I’ve tried several different items on the menu and they all were amazing.  Words cannot express how delicious it is.,5,5,5,5,July 10 2024
Unfortunately the lobster tail was tough and not great tasting.  prime rib was flavorless and bland. Mushrooms were great. drinks were outstanding.,3,2,5,5,July 10 2024
First time visiting will be returning!! Excellent service. food was amazing nice old school environment,5,5,5,4,July 10 2024
Wow We booked months before to get a table and was worried that it might not live up to the reviews But was hands down the best dinner we had this trip The food . service and the ambiance where great,5,5,5,5,July 9 2024
We started off with the Caesar salad for two which I was really looking forward to. but we both felt they put way too much dressing on the salad and it was way overpowering. took away from the rest of our meal. We followed that up with two baked potatoes. My wife had the lobster for an entrée which she said was excellent and I had the ribeye and that was excellent as well. Overall experience given the history of the restaurant I would’ve given it at five. but I have to takeoff some because of of the salad just being overpowering. that took away from the rest of the meal. If I went back. I would definitely tell them to put a lot less dressing on the salad.,4,4,5,4,July 9 2024
Very impressed... no matter how long it takes to get a reservation we will be returning  .,5,5,5,5,July 9 2024
The French onion soup was one of the best we had. Both the strip steak and the 9oz filet were hard to chew. For the price they should have been more of a tender chew. I’d go back for the soup but not the steak. I felt I didn’t get what I paid for.,4,3,5,4,July 8 2024
As good a steak as you will find anywhere and the service is first class,5,5,5,5,July 8 2024
This was a 10 out 10 experience. i surprised my wife for her Birthday and was not dissapointed . must try the Tomohawk Steak and the Ceasar Salad !  Thank you !!!!,5,5,5,5,July 7 2024
Had an amazing experience. Me and my girlfriend loved it.,5,5,5,5,July 7 2024
The food was AMAZING! I came here for my anniversary and they did not disappoint. They gave us a complimentary champagne toast that made our experience that much more special. The lobster was tender and sweet. The steak was flavorful and tender. I would absolutely come back to GoldenSteer.,5,5,5,5,July 7 2024
Food was amazing. extremely pricey. but everything was fantastic. Including the service wow. mind blown.,5,5,5,5,July 6 2024
The tomahawk is delicious. So was everything else. And it was at a reasonable price. The service was top notch. We had multiple servers who handled different aspects of our meal and checked in on us frequent enough without being intrusive. Looking forward to my next visit.,5,5,5,5,July 6 2024
Best steakhouse I’ve ever been to. The service was incredible. I will without a doubt return next time I come to Vegas!,5,5,5,5,July 6 2024
came in from San Francisco for our anniversary to eat here did not disappoint   Definitely coming back,5,5,5,5,July 6 2024
Waited a long time ….and it was well worth ! Everything on point !,5,5,5,5,July 6 2024
Table side caesar is a must. Great over all experience!,5,5,5,5,July 6 2024
Excellent service. food. everything! My Yelp review provides pictures &. More in depth review.,5,5,5,5,July 5 2024
Excellent as usual! Best steakhouse in Las Vegas!!!,5,5,4,5,July 5 2024
A vintage dining experience with great food and an exceptional staff. Fantastic!,5,5,5,5,July 5 2024
Outstanding service. food and ambience. We will return next time we visit Vegas! The best meal in Vegas is here!,5,5,5,5,July 5 2024
Incredible in all aspects!  Steak was seasoned and cooked perfectly.  The king crab was off the charts.  😎❤️,5,5,5,5,July 5 2024
Excellent service. outstanding food. lovely ambiance.,5,5,5,5,July 5 2024
This is the best steakhouse in Las Vegas. The staff was anazing and very helpful. The food was excellent and the atmosphere was great. I would definitely dine here again.,5,5,5,5,July 5 2024
We make a reservation every time we come to Vegas. It is always a great meal. The staff is very attentive.,5,5,5,5,July 4 2024
In Las Vegas for my birthday - In the top 5 meals I've ever had - Impeccable service. attentive knowledgeable staff. well cooked incredible food. definitely will be back for another trip to try the bone marrow!  (Only thing that could have been better would be if we had a booth but it was PACKED),5,5,5,4,July 4 2024
Atmosphere was good.  Waiters were pretty good.  Lettuce was limp and brown.  Broccoli was awful.  Steak was good.  Cream corn was fantastic.  Garlic bread was ok.  Meatballs were good.  At the price point of $700 for 3 people. everything that comes out of that kitchen has to be excellent.   That wasn’t the case.  Oscars was far better and less expensive.,3,3,4,5,July 4 2024
Ordered the diner for two. longhorn steak and lobster and it fed three of us. the steak was perfect and the lobster was the best I have ever had. desert was banana foster!! It was amazing,5,5,5,5,July 4 2024
Biggest lobster tail Iv ever had! Amazing drinks. wonderful service!,5,5,5,5,July 4 2024
Great dinner and service with all requests being met and exceeded. I would love to go back.,5,5,5,5,July 3 2024
My son and I had dinner there last night and we ordered the Filet/Lobster tail and NY Strip/Lobster tail...both game with a side salad ( wedge/bacon ) and sides and we got the stuffed baked potato and whipped mashed potato.  Cost for those 2 items were $200 and $207  We couldn't finish our meal as it was enormous portions. didn't really touch our sides.  Ordered Cherries Jubilee and it was amazing.  For 2 people. I suggest ordering the Tomahawk or NY Strip/Lobster tail  Cost was $255 and $250  Service was IMPECCABLE!!!  GREAT EXPERIENCE FOR SURE!!!,5,5,5,5,July 3 2024
The steak and lobster were amazing! Twice baked potato was a bit overdone for my taste. but still delicious. Table-made Caesar is a must. We also had the grilled asparagus and some bernaise sauce. I wish I would’ve had room for dessert but just couldn’t do it. Would definitely recommend this place. It had a very elegant. vintage Vegas vibe.,4,4,4,4,July 3 2024
This was our first time here and it was an absolutely amazing. awesome experience! Spencer. our waiter was very friendly and helpful! He made the experience even better for us! Every single person who worked there was very friendly. Atmosphere was something to remember. We made reservations back in the winter and I’m so happy that we kept it! My filet and crab was delicious. perfectly cooked! I’d recommend the table side Caesar Salad. it is by far the BEST I’ve ever had! My boyfriend had the Ribeye and Lobster tail and it was just as delicious as we hoped it would be! We will definitely be back again someday! We will also tell everyone we know how amazing our experience was! Thank you!,5,5,5,5,July 3 2024
Food and service was fantastic and price was right inline with similar restaurants with lower quality food. Our only issue was the way our table was.  There was six of us and two of us could not hear the rest of us. We were sat in an L shape. Next time and we will go again I will ask for a different table.,5,5,5,5,July 3 2024
Ribeye is delicious. table side anything is amazing but the bananas foster was My favorite.,5,5,5,4,July 2 2024
Our first experience here. but will certainly be back. The drinks were exquisite. The service was exceptional. Truly the iconic Vegas vibe. I cannot recommend it enough.,5,5,5,5,July 2 2024
Best of the best. Amazing place to go service is superior.,5,5,5,5,July 2 2024
We had our anniversary dinner here and they went above and beyond to make our evening special.  The service was top notch. the food was delish. and the overall experience was a 10 out of 10.  Is it the best steak in Las Vegas!?  Maybe not but it’s the most iconic and definitely worth the trip.,5,5,5,5,July 2 2024
Amazing food. service. and restaurant. We enjoyed ourselves celebrating our loved one 😊,5,5,5,5,July 2 2024
Hands-down. the best service and food we have ever had!,5,5,5,5,July 1 2024
The team taking care of the dinner tables - amazing!,5,5,5,5,July 1 2024
This was incredible!  The food and service were outstanding.  We were lucky enough to get a booth which really added to the ambience.  The Caesar salad preparation at the table was another lovely touch and which made the experience all the more enjoyable.  Two very happy diners. thank you Golden Steer. we’ll definitely be back😊.  Highly recommended!,5,5,5,5,July 1 2024
"This was our second trip to this wonderful steakhouse in less than one year.  The first trip was definitely better. It was a very busy evening and we had a party of eight persons.  One of the steaks ordered was overcooked and had to be redone while the rest of the table ate their food.  This was not comped. and should have been. Other steaks were not cooked to specifications but we made due. however. the lobster tails were phenomenal. HUGE. and delicious! For our birthday celebration and to ""make up for"" the improperly cooked steak. they did comp us two dishes of the cherries jubilee for the entire table of eight to share.  Very expensive and the wine was very overpriced - a $41 retail bottle was $168 - that's a bit much of a mark up!  It's a great experience to eat here at least once for the ambiance and history.",5,4,4,5,July 1 2024
In general our experience was a good one but a few disappointments surprised us. Shortly after seating us. dinner rolls were delivered to our table and they were small hard and unappetizing. Our next courses. the Escargot and the Caesar Salad were standouts. We ordered the dinner for two with a Longhorn (?) steak and lobster. We ordered the steak medium-rare but it arrived distinctly on the rare side. However although under-done. the meat was very high quality and tender. The lobster tail was large and delicious. The service was excellent as expected. So not a perfect night overall but a very good one.,4,4,5,5,July 1 2024
Nice ambience. the entrees were a little slow coming  out. The food was absolutely delicious. The Caesar salad and creamed corn were the star sides.,5,5,4,5,July 1 2024
Everything was outstanding! Would highly recommend to anyone!,5,5,5,5,July 1 2024
Food and service were both amazing!  We have a toddler and she ate every bite of prime rib we gave her!  We ordered Prime Rib. Ribeye. calamari. Mac and cheese. Parmesan broccoli. and creamed corn.  Everything was so delicious. we finished everything. Reservation tip: I set a few open table notifications for the dates and times I was looking for to help secure a reservation. When the dates got closer I would check open table to see what availability the restaurant had and was actually able to get a couple reservations.  Hope that helps!,5,5,5,5,July 1 2024
Chris our server was amazing. He was very attentive and pleasant.,5,5,5,5,July 1 2024
If only there were more seats! I would gladly recommend this to everyone!,5,5,5,5,June 30 2024
￼ The ambience was great. I love the old swanky Vegas feel! My waiter name was Justin and he did not disappoint very professional and very well knowledgeable about the steakhouse and menu.,5,5,5,5,June 29 2024
I can't explain how enjoyable this dinner was for our party of two.  Just go and enjoy the atmosphere and the food.  It is an expensive dinner but oh so good! Don't let the outer appearance fool you.  This is a top-notch experience.,5,5,5,5,June 29 2024
Food and service were phenomenal.   Worth the hype!!,5,5,5,5,June 29 2024
One of our fav spots! Always amazing food & service!,5,5,5,5,June 29 2024
We really enjoyed the table side Caesar salad and the waiter who made it telling us all about the history of the restaurant. The food was delicious!,5,5,5,5,June 29 2024
Little disappointed this visit. still very good but not the same as my last visit. lobster was overpriced and not good . my bad for not sticking with steak. also a lot of people not adhering to dress code,4,4,4,5,June 29 2024
Justin and all the others were very attentive and the food was absolutely amazing 😊,5,5,5,5,June 29 2024
Our go to place for Steaks and giant lobster tails in Vegas…..mine and my buddies tradition for four years now!!!!!!! Amazing!!!!,5,5,5,5,June 28 2024
Been going here since the early 90s!!! Don’t miss out!!!,5,5,5,5,June 28 2024
First time there can't wait to go bsck food was very delicious prime rib perfect.,5,5,5,5,June 28 2024
This is a must visit when you go to Vegas. Highly recommend.,5,5,5,5,June 28 2024
Wonderful staff and atmosphere. Truly made it a night to remember forever.,5,5,5,5,June 28 2024
We had such a wonderful experience! And the food was AMAZING!,5,5,5,5,June 28 2024
Had a wonderful time celebrating my husband for his birthday! The service. food and environment were incredible. It was a little noisy at times. more so than I would have expected. but it really didn’t take away from our dining experience.   We tried the escargot. bone marrow and table side salad to start. They couldn’t have been better. Then we finished with a shorthorn and lobster for two along with the whipped potatoes and mushrooms as our sides. All came highly recommended and did not disappoint.   No doubt we’ll be adding Golden Steer to our regular rotation!,5,5,5,5,June 28 2024
My wife and I were very disappointed with our time and meal at the Golden Steer. We had expected so much more. The service was really quite excellent. but the staff knew there were problems as we were apologized to numerous times throughout the evening. The steak was overpriced. $77 for a 16 oz NY strip which was full of grizzle and tough as a boot. The cream corn has so much cinnamon in it (and maybe nutmeg) it was barely edible. The twice baked potatoes were so salty that they were inedible. The salad was mediocre at best especially considering the price. Without asking. the restaurant took off the expense for the potatoes because they came so late in the meal. The highlight. if any. was when the waiter brought cheesecake to the table for my birthday. When the bill came. the restaurant's credit card machine was down and took a long time to get our bill paid. The credit card machine was not necessarily the restaurant's fault; however. we were told they had been having trouble with it for 2 weeks.  Overall. we were looking forward to eating here. but after this experience. neither my wife nor I can recommend a return.  Finally. it was the loudest restaurant I think I've ever been in. We could not carry on a conversation because it was so loud.,2,2,4,2,June 28 2024
First time going to Golden Steer.  Might just be one of the best steaks I’ve ever had…and lobster was outstanding.  Will definitely put GS as a must-stop next time I’m in Vegas.  Need to get reservations far. far in advance.  I would’ve gone a second time the week I was there. but no availability.,5,5,5,5,June 28 2024
Absolutely amazing.  Well worth the 4 month wait for a reservation.  Ambience. service. food. All top notch.  Caesar salad was out of this world. Tomahawk was top notch.  All sides weee amazing.  Our server even gave us a couple wonderful stories that took place there over the years. one that included Sinatra. Cannot wait to go back.,5,5,5,5,June 28 2024
The Service at the Golden Steer was impeccable.  Everyone was friendly and wanted to make sure we had a great time.  The food was delicious!,5,5,5,5,June 28 2024
If you're looking for that vintage Las Vegas vibe. look no further than the Golden Steer.  It feels as if any one of the Rat Pack members could saunter in at any moment.  You will need to book your reservation well in advance due to it's popularity.  Bring your appetite. the food comes in big portions!  Our service was first class. as you would expect in a restaurant of this stature.  An overall great experience.,5,5,5,5,June 27 2024
It was a good steakhouse but I have had better . For the prices that the food was I would have expected better.,4,4,5,5,June 27 2024
Lobster was terrible..the couple we went with had it last time and enjoyed it but didn’t like this time as well!!!,1,1,4,4,June 27 2024
An amazing place. Would highly recommend and definitely return!,5,5,5,5,June 27 2024
We fell in love with this place about 15 years ago when they still steamed their steaks. At the time the steaks were good. but nothing  compared to the way they are today. My wife and I both got a fillet along with the twice baked potatoes and Parmesan broccoli.  As an appetizer we had their Caesar salad. which is one of my favorite Caesar’s. We ended both having an espresso martini. which was as amazing as the food. My only complaint is now it is too popular and is very hard to get a reservation (when you could walk in 15 years ago).,5,5,5,5,June 27 2024
The BEST restaurant in Vegas! Service. food. ambiance all 5 star+!!!,5,5,5,5,June 27 2024
Wonderful! Excellent food and service. Ali was fantastic! The filet and lobster was amazing. will be going back again. thank you for a lovely dinner and experience!,5,5,5,5,June 27 2024
Once in a life time experience! We absolutely adored the whole experience. We were so blessed to have Jason give us insight to the rich history of the steakhouse. All the staff were just lovely.  The ambience (we visited weeknight. evening) was so romantic and felt like we stepped back in time to classic Vegas.  The food was just divine! We celebrated our anniversary with the couples dinner. drinks. and the absolute “cherry” on top-cherry jubilee dessert.,5,5,5,5,June 26 2024
Very nice dinner with professional friendly service and quality meal. Real Vegas vibe.,4,4,4,4,June 26 2024
Among the best meals of my life - excellent French onion soup. tableside Caesar salad. filet mignon with garlic butter. and bananas foster. I will absolutely be back.,5,5,5,5,June 26 2024
Everything was great except for the shorthorn we ordered. Service was good at times but would fall off and we wouldn’t have any one check on us for half hours at a time.,4,2,3,4,June 26 2024
We were so excited to try out the Golden Steer. We explore supper clubs all over. The service was outstanding. Can’t say enough. The lobster and the table side Caesar salad were so worth it. My husband ordered the prime rib. it had no flavor. Afterwards we heard the ribeye is what they are known for. For the price I will go elsewhere.,4,3,5,5,June 26 2024
Wonderful experience! We had excellent service and the food was delicious.,5,5,5,5,June 26 2024
We enjoyed our first visit to the Golden Steer. Very old Vegas vibes and attentive. friendly staff. We ordered shrimp cocktail. Caesar salad. filet. creamed corn. fries and cocktails. Everything was delicious and perfectly prepared.,5,5,5,5,June 26 2024
This place is old school. Tuxedo waiters. leather booths and old memorabilia.  They have classics on the menu. Tableside ceasar salad. sherry cream mushrooms and cherries jubilee. Reservations are hard to come by because of all the publicity this place has gotten.,5,5,5,5,June 26 2024
This restaurant needs to be on everyone's Las Vegas bucket list! It's easily one of the best steakhouses in the world AND has ambience and service that is unrivaled. When you go. there are a few must do's: arrive on time for your reservation. order the tableside Caesar salad. and soak it all in.,5,5,5,5,June 25 2024
My husband and I are in town for International Fight Week and we knew we had to eat at Golden Steer! It took a couple months to snag a reservation but I did it and am so. so glad I did!!  This place is AWESOME! The service is spectacular. the food was so delicious. the ambience is lovely. James and Carlos were our servers and they were great. James was especially awesome.  The table side Cesar salad was so cool and the gentleman who made it for us explained some of the history of Golden Steer; which famous person sat where. where the original areas were. etc. It was the best Cesar salad ever and that’s my jam. Cesar is my favorite food and I’ve had them all over the place so coming from me that’s quite a compliment!  We got the bone marrow as an appetizer. yum yum yum!! I ordered the filet Oscar style with a lobster tail and a twice baked potato. My husband ordered the 24oz bone-in ribeye with asparagus. Everything was amazing!! The best meal we’ve ever had at a steakhouse! We already can’t wait to go back. Any time we’re in Vegas. you know where we’ll be.  Thank you Golden Steer. James and Carlos!! ⭐️⭐️⭐️⭐️⭐️,5,5,5,5,June 25 2024
I can see the hype with GSS. It was a decent meal. classic steakhouse ambiance.,4,4,5,5,June 25 2024
Great service. great atmosphere. Everyone was so nice and went the extra mile for my husband’s birthday.  Food wise. aside from the steak (NY). the food wasn’t good. Sides were served cold and with very little flavor if any (Mac and cheese. broccoli). Chicken parm had no flavor either. Even the dinner rolls were bland. For the price. definitely would have expected better quality for all the dishes. But they are known for their steaks. and the steak didn’t miss.  Glad to try it for its history and ambience. but wouldn’t go again.,3,2,4,5,June 25 2024
Amazing seafood. steaks were out of this world. loved the service. One of the best places we've ever eaten. will definitely stop in if we come back to Vegas,5,5,5,5,June 24 2024
When we arrived the kitchen suffered a power outage which delayed our seating by an hour. During the wait I witnessed multiple confrontations between customers and the hosts. I felt the hosts were more combative versus calming and problem solving.  My guest had a food allergy and we had to return a dish because of it. A host came to our table to check on the overall situation but again I felt that there was a slight confrontational energy that wasn’t necessary.  The returned dish was taken off our bill though we would have paid for it so my issue is more pointing out that the hosts were combative and confrontational more than anything.  I will say the Caesar Salad was by far the best I’ve ever had in my life. I had the 18oz Prime Rib and it was prepared to perfection as was my baked potato.  Also the bar prepared a perfect Old Fashioned with Bullit Bourbon.,4,5,3,5,June 23 2024
I love the place. the ambience was awesome.  The staff was amaizing and very helpful with one of us with ADA accomodation.,5,4,5,5,June 23 2024
Best steak and lobster restaurant Iv ever eaten in,5,5,5,5,June 22 2024
The food and service was amazing.  Wine was great too.,5,5,5,5,June 21 2024
Awesome spot!! They play it safe with seasoning but it was truly fantastic:),5,5,5,5,June 21 2024
Golden steer is arguably the best overall restaurant in Vegas with amazing food. service and ambiance. Set in an unassuming strip mall off of Sahara. this legendary spot is a must do. Make a reso at least 4 months ahead of time. and I recommend calling to do so. They are pretty flexible.  Don’t miss the table side ceaser. king crab. or ginormous Australian lobster tail. Their prime rib is so excellent (get it medium rare. your’re an adult not a child). the bone in ribeye is great. Service is impeccable. Amazing wine list. Don’t miss the cherries jubilee for desert or the creme brulee which is to die for.  10/10 will go every time. The only spot that can compete with over all experience with high quality food is Barry’s. Barry’s is fine. but it’s not golden steer.,5,5,5,5,June 21 2024
Delicious. Lots of food. 4 people could share the dinner for 2. That way you can save room for dessert. Great history and stories. Outstanding service. Best steak ever,5,5,5,5,June 21 2024
Tremendous service. Best steak house experience I have encountered.,5,5,5,5,June 20 2024
Outstanding service and door. A total experience. Must go when in Vegas. Book months in advance or you will not get in.,5,5,5,5,June 20 2024
Always outstanding!!! We LOVE Golden Steer Restaurant!!!,5,5,5,5,June 20 2024
We had high expectations.  but sadly. the cream corn side was the best part of the meal.  We ordered the Tomahawk steak for two. and it was OK.  My wife ended up apologizing to our waiter for using her cloth napkin to spit out quite a bit of unchewable meat.    The cocktails were good.   The best part of the experience were the attentive waiters. and it makes sense as the per table tip merits every bit of the attention received.,3,3,5,4,June 20 2024
$250 for a shared steak and lobster. Really. it is a fair value. The steak was slightly underdone and the lobster slightly overdone for my taste. Good portion size. Sherry mushrooms were tasty. Wedge salad was good. The Caesar was pretty special and worth it. Had some creme brûlée. which was nice. The Malbec at $16 a glass was a good pairing at a decent price. The ambiance is special. Sat at Mohammed Ali’s table. Pretty cool. Service was the best I have had. These guys are good. Will come back for the tomahawk some time.,5,4,5,5,June 19 2024
Food was extremely overpriced.  Waiter rolled his eyes when we asked questions,2,3,3,2,June 19 2024
Incredible food and ambience. A Las Vegas throw back with incredible service!,5,5,5,5,June 19 2024
This is a place that you must dine at once in a lifetime. The atmosphere. ambience is just wonderful and rich. We got the Sinatra booth and it made my daughters year (she is in band just started this year and really loved Frank) my fiancé said he is a Steak snob and he doesn’t know if anyplace could measure up after his meal. The ribeye. My daughter got the Longhorn 24 oz and we all had our jaw drop when we saw it. Just wow and the flavor and seasonings were perfect. Got the Caesar salad made at table of course. unique Caesar dressing and delicious. very balanced with anchovies and egg yolk of course. service was nice and everyone was wonderful. my meal was incorrect but that could have been my fault I was going back forth between the  crab and filet or lobster and filet. Thought I said lobster but received crab. no worries because I love both and only glitch was it was cold. The steak was perfect and substantial. Everyone was so personable and meticulous. From the door man to the Maitre D and service staff and waiter. The back story and ambiance really are something to experience. The steaks are aged to perfection. Truly wonderful. Creamed corn and creamed spinach and sherry mushrooms are to die for!!!,5,4,5,5,June 19 2024
Like stepping back in time to experience 'old school' Vegas. The food was sublime. Fantastic table side presentations. Favourite meal of our holiday. Visiting is an absolute must!!!,5,5,5,5,June 19 2024
Golden Steer is the best. nothing else needs to be said.,5,5,5,5,June 19 2024
Great restaurant! Food was fantastic and the service was very prompt. Very accommodating (we arrived about 5 minutes late). Not the place for jeans and shorts even though some were dressed that way. I would arrive early because there is not a lot of parking and you might have to wait until a parking spot opens up. Would definitely go again!,5,5,5,5,June 19 2024
everything was fantastic! Service. the ambiance. the food.,5,5,5,5,June 19 2024
Love this place. I’m glad business is great. but a little sad I have to book months ahead as a local.,5,5,5,5,June 18 2024
The food was awesome. Everything tasted amazing. The restaurant was awesome looking.,5,5,5,5,June 18 2024
Was the highlight of our Vegas trip. Our waiter was awesome and knowledgeable. Loved the history of the establishment however I'm sure Sinatra. Martin. Davis Jr..  Dimaggio and Munro wouldn't be impressed with the level of noise. It is truly a nostalgic and classy piece of Las Vegas history and have been encouraging everyone I know to visit on their next trip to Vegas.,5,5,5,5,June 18 2024
Food and service were beyond excellent. We got some history of the restaurant from our waiter and the gentleman that prepared our table side Cesar salad. Staff was fantastic and accommodating. Best lobster I've ever had anywhere! Will definitely keep on my bucket list to return. Menu is pricey but you definitely get what you pay for.,5,5,5,5,June 18 2024
Walking in has the classic Vegas vibe. There was a lot of memorabilia making it very relaxing. Great service and wonderful food,5,4,5,5,June 18 2024
Wonderful meal! One of the better steakhouses in the city!,5,5,5,5,June 18 2024
Most amazing lobster and steak Cesar salad made at table was great!!! Highly recommend when in Vegas go here!!!!,5,5,5,5,June 18 2024
Absolutely spectacular experience with delicious food!!!,5,5,5,5,June 18 2024
"I was absolutely amazed! The only thing I have to say is. ""Book way earlier than you planned on being here. They are great and seats are limited. There is a good reason for that as soon as you take the first bite!""",5,5,5,5,June 18 2024
Great experience! I had been wanting to try this restaurant for some time & I was not disappointed! I had the filet & lobster tail with a baked potato & Caesar salad! With the banana foster dessert it was amazing!!!,5,5,5,5,June 18 2024
Great food and great service. Really enjoyed my spent and would recommend it.,5,5,5,5,June 18 2024
Everything exceeded my expectations!!! Definitely will be a place to recommend and will visit again!!,5,5,5,5,June 17 2024
Enjoyed our dinner but the prices are overvalued. $270 for 2 people with tax and tip. I should have have ordered differently as we had food to take home. Should have split a dinner. The Caesar was good but croutons were like rocks.,4,4,5,5,June 17 2024
We haven’t been here in over 10 years and everything is just as amazing as we remembered!! Our steaks were cooked perfectly. sides were on point. appetizers delicious (try the bone marrow!). cocktails were perfect and the service is next level. Does not disappoint.,5,5,5,5,June 16 2024
The food and service was absolutely amazing!!!!!!!,5,5,5,5,June 16 2024
We had a wonderful experience as always!  The service was fantastic and everyone enjoyed their food and drinks!,5,4,5,4,June 16 2024
The food was amazing!  Our servers were all so attentive and kind.,5,5,5,5,June 16 2024
