Reviews,Ratings,Food,Service,Ambience,Dates
On average. breakfast buffet is $10-$15 more per person than other Vegas buffets. However. the selection and freshness and service far exceed any other's offering. You will not be disappointed.  Not a complete Vegas trip without Bachanal Buffet visit.,5,5,5,5,October 7 2024
Dinner was almost $100/person after taxes.  Food was VERY subpar.  The stand out winners were the meat carving station (brisket and tri-tip were amazing!). the fresh sushi and actually most of the Asian offerings and the pozole and Vampiro tacos.  Everything else was average or below.  We tried 10 different desserts and only the Oreo tiramisu was worth taking more than 1 bite.  We were very disappointed in the quality of the food offered. especially for the price and hype.  Staff was very friendly but you don't go to the buffet for the service.,3,2,5,4,October 7 2024
Too much food its one of those adages too many things and nothing is done well. I should have kept my reservation at Amalfi as maybe the one thing I ordered would have been done perfectly and maybe at the same price. If your a Buffet person and can put it down. go for it. It was fun and no regrets. next time. not. Vegas is about the experience. Live it up or stay home. Caesars is the best on the strip.,3,2,5,4,October 7 2024
The was a variety of so many different types of food.    You don't have the ability to try everything.  presentation was great.   You can't go wrong.,5,5,5,5,October 7 2024
Great selection of meats. roasted veggies. Asian section was great and of course if you love seafood definitely start with that. Rushing to sample food in a  90 min window is not ideal. The mousse based desserts were the best… Creme brulee pot was a perfect size to sample and do creamy. You should visit at least once.,5,4,5,5,October 7 2024
The brisket was absolutely amazing.  The service was great.,5,5,5,3,October 7 2024
"The only quality item was the prime rib. The turkey was decent.  Seafood was old. frozen tasting.  Lobster claws had terrible texture and none of the sweet tastes of fresh lobster. Major disappointment.  Wanted to experience a""vegas"" buffet.  Seriously.  enjoyed golden corral more",2,2,5,3,October 6 2024
We made a reservation for 3:30pm. We decided to come early to see if we could get seated earlier. We were accommodated. The food was delicious. An abundance of seafood. different varieties of meat. different cuisines. No complaints except that I wish I could have eaten more.,5,5,5,5,October 6 2024
Really hard to get into but I’m glad I got it to go. The only thing that I’ve sent me is I cleared my table while I was at the buffet and took my purse away. I wasn’t really gone that long. ￼,3,5,2,3,October 6 2024
The food was delicious! Make sure you go hungry and are are ready to indulge!,5,5,5,5,October 6 2024
There was a wide variety of food and what I had was very good.  Unfortunately it was extremely crowded and loud.  I guess I prefer a restaurant with less noise. etc.. but I guess that is what a buffet is with crowded tables and people.,4,4,3,2,October 6 2024
Quality food was amazing. variety of food was from all over the pace attracting people from all over the place. I would go back in a heartbeat,5,5,5,5,October 6 2024
We always look forward to our brunch visit here while in town.  and always ensure to book our reservation early as our stop here is an essential part of our trip. We did not appreciate the self check-in kiosk - as it took several attempts to get this right. and there was no prompt to include your Rewards Card - and now this requires a seperate stop back in the casino area. plus wait time to get this entered.   As we said did not appreciate this part of the process.  As far the Brunch. as usual the food was great. vaired. plentiful and refreshed. Our sever Geno. was friendly. attentive and we enjoyed his service during our visit. Look forward to the next time.,5,4,4,3,October 6 2024
The food not even that good just regular buffet but the guy at the steak section has attitude. I am there to eat free stuff to beg him cutting me steak.,2,2,3,3,October 6 2024
Always a good experience when we come here! We love this place and all it has to offer!,5,5,5,5,October 6 2024
The service here is outstanding- from the host to the servers to the folks working behind the food counters. Unfortunately the food was to be expected from a buffet: pretty bland. overdone. and definitely overpriced.,3,3,5,4,October 6 2024
Love. love seafood. This is a great buffet. If you’re a seafood lover Caesars is my favorite place.,5,5,5,5,October 6 2024
It's not a good value for the price charged compared to other higher-end buffets.,1,1,4,2,October 6 2024
We were told that we can stay until we finish eating but we were force to leave at 11 pm. I did not get to finish eating because we were force to leave.,4,4,4,4,October 6 2024
very bad service! They made us register and wait for our turn which did not come! Why isn't it better to say that there is no more and not make us wait without a response?,1,1,1,1,October 6 2024
My wife and I really enjoy the fact that you can get a little taste of different types of food that is very good. The service was excellent.,5,5,5,5,October 6 2024
Overrated. Crab claws ok not as fresh. Lobster claws dry. tough and tasteless. Lots of food choices but went there mostly for sea foods but was disappointed . Too expensive for this kind of sea foods offered. Will not go back,2,2,4,4,October 5 2024
Good not great. Felt it was a little overpriced. Limited buffets in Vegas now and this one is essentially the best but still not 5 stars.,4,4,5,3,October 5 2024
Rosa. the reservation host was horrible.Did not greet us with a smile and even had an attitude when we had a question.,3,4,1,4,October 5 2024
overall the food was very good and the amount of choices was fantastic.   in particular the family loved the smoothies!  one disappointment was the featured food item. crab legs.    they were served cold and there was no melted butter available.   so pretty disappointment with this especially since the buffet's theme was crab fest.,5,4,5,5,October 5 2024
We selected the Bacchanal Buffet because it was highly rated on various sites. We were not disappointed. The variety and quality of food was outstanding. with a wide selection of food types representing so many different cuisine styles. For what us on offer. the cost is also very reasonable. I’d happily recommend this to anyone looking for a special dining experience while in Las Vegas.,5,5,4,4,October 5 2024
Disappointed to say the least. I was looking forward to this but was not happy with the experience at all. I expected the cost to be high. because Vegas but for the price I expected some amazing food. The food was mid at best and most of it was sitting under heat lamps. Service is okay. but the buffet itself is a bit dirty. I was expecting to be WOWed based off of everything I read online but left hungry and upset that we spent $200 on something we could have paid a fraction for somewhere else. I’m not one to leave a bad review but if you value your money… don’t do it.,1,1,3,2,October 5 2024
Comida nada fuera de lo común. Lo único que vale la pena son los mariscos. el resto de comida es promedio.,3,2,1,2,October 5 2024
There were three of us at this dinner reservation. We were all disappointed with all the food compared to what we paid. The total amount was $360. including tips for all of us. The highlight of this buffet was king snow crab legs. but there was a long wait line and the worst part was it was too salty. Other types of foods were just okay and a bit salty too. The best foods section was the dessert. It was fantastic. They’ve done a good job. We’re not sure if we should go back again.,2,2,4,4,October 5 2024
Food was good. Glad we tried it. Magnificent crab legs.,4,5,5,5,October 5 2024
Excellent selection and variety of options. 90 min was not enough time to try everything. especially having to wait in some of the lines. The Alaskan king crab legs were delicious and worth the wait. Save time and room for dessert.,5,5,5,5,October 4 2024
Delicious variety of foods Great  atmosphere and experience,5,5,3,4,October 4 2024
Our server took a very long time to get our drink order. He never came back to check on us.  I have eaten there many times and always had good service.  I am just taking a guess but being seniors might have something to do with this lack of service.  I have noticed this in several Vegas restaurants.,3,3,1,3,October 4 2024
Everything was delicious! I go back every year. Crab legs are my favorite there. I am just sad I missed the crepes I didn’t realized there had them there until after I was done.,5,5,5,5,October 4 2024
They give you a 1.5 hour time limit. which most don't need anyway. but just knowing you're on a time limit makes it feel rushed.  Large variety of food but I don't think anyone at our table of 9 ate enough to justify the price.  I'll go back to Wynn next time. The layout there is better and you're not timed.,4,4,5,5,October 4 2024
Great experience as always at Caesars Buffet! Great quality food,5,5,4,4,October 4 2024
The food was amazing. The crab was out of this world,5,5,5,5,October 4 2024
If you like buffet in Vegas. you should give it try,5,5,5,5,October 4 2024
Juan G great server! We had and excellent experience,5,5,5,4,October 4 2024
Food was good overall.  Nice selection of offerings. Crabb legs were excellent but lobster claw was very dry. Had to wait quite a while to be seated. even with reservation.,4,5,4,4,October 4 2024
We went for crab. but found it was bit disappointing. No King Crab. just snow crab. And Dungeness tasted watery (like from frozen). Lacked true crab flavor. Prime rib was Okay only. Dessert offering was nice and good.,3,3,4,3,October 4 2024
Everything was wonderful from checking in to leaving. Service was great. no waiting.,5,5,5,5,October 4 2024
It didn’t live up to the hype for me unfortunately. The cold shellfish was fresh and the main event for sure. Loved the cold lobster. shrimp. and crab legs.   The hot plates I tried were room temp to cold more often than not. (The dim sum was hard and cold. for instance.) The carving station meat tasted weird. The only cut that I enjoyed was the brisket. The truffle whipped potatoes and cream spinach were amazing and actually warm.   Finally. the unfortunate issue of the desserts: horrible. Shocked that a buffet of this caliber messed up so badly. I spat out the first bite of nearly everything I tried: cheesecake. banana pie. Oreo tiramisu. Their texture and temperature was weird. The flavors tasted artificial. Bleh. The only redeeming ones were  orange cream cake. chocolate mousse and lemon gelato. (The watermelon gelato tasted like old watermelon was used / was funky and the cappuccino wasn’t quite right either.)  All in all. it was okay. The few good items made me not fully regret the experience but I wouldn’t go back. I’m pretty bummed. I was so excited and wanted it to be worth the buzz so badly but it was a major miss more than win for me. Service was great at least!,3,3,5,4,October 4 2024
Muy bueno la variedad de comida  y la calidad. Los cortes y los mariscos lo que más me gustó,5,5,5,5,October 4 2024
Wonderful as always!! Unlike some people we always see the buffet as more of an experience rather than the opportunity to fill up on as much food as possible!!! We pick bits of what we like but don’t see the necessity to try every single item in huge amounts. It’s debatable whether we eat out money’s worth but seeing as we travel from the UK to Vegas once a year we see this as a treat and don’t mind splashing out. The quality is so good.  The food itself was beautiful. well presented and warm enough to eat straight away.  I felt that the desserts had improved from last year too. Please never ever take away my favourite banana pudding from the menu. but I would’ve loved to see a Key Lime or Lemon Meringue pie added.  The Bacchanal will always be our buffet of choice!!,5,5,5,5,October 3 2024
Loved all the options!! Everything was labeled with Allergens which is helpful!,5,5,5,5,October 3 2024
The wait was ridiculous. The food was cold. This place is overrated.,1,1,5,2,October 3 2024
It was Very good. the food was amazing. Good seafood.,5,5,5,5,October 3 2024
The Bacchanal retains their amazing standard. Great food. amazing selection. The time limit of 90 minutes does make it feel quite rushed and doesn’t feel like enough time. Staff were professional and efficient.,5,5,5,5,October 3 2024
Looked forward to going but was disappointed with both the quality and taste. The attitude and friendliness of the staff was below expectations,3,3,2,4,October 3 2024
The waiting time was very unreasonable. only 5 people were seated after two hours. and the front desk staff was arrogant and very bad.,1,1,1,1,October 3 2024
The variety of food was exceptional & tasted amazing! Was not fond of the Lobster but those crab legs🤤. So much to choose from with plenty of ethnic options😋,5,5,5,5,October 3 2024
Really good food and have a lot of choices. Expensive though,5,5,3,4,October 3 2024
Best buffet. lots of food choices and good for a couple’s night out or family dining.,5,5,5,5,October 3 2024
Absolutely not worth the money. We did not find literally any single item worth remembering. None was flavorful.  All food was brought out oven baked from frozen and boxed packed. I seriously think American food choices and preparation should take its lessons from Asian and middle eastern hospitality.  consumer experience and expectations.  and food preparation from scratch process.,1,1,5,2,October 3 2024
You should tell people that even though you have a reservation you still have to wait an additional 45 mins to get seated. When you are visiting and planning events this is pretty important. I will NEVER come back,1,1,1,1,October 3 2024
Food was delicious! Service was ok. Try the birria tacos. hot snow crab. smoked salmon cone. and pasta station risotto!,4,4,3,3,October 3 2024
food was good and a lot of variety. but only 90 minutes is too rush to enjoy the food and the environment. When you eager to pay 100 US for a dinner. you don't want to just eat the value of the food but enjoy the whole dinner time.,4,5,4,5,October 3 2024
Not really worth ~$90 per person… seafood buffet looked good but not really tasty..,3,3,3,5,October 3 2024
Unfortunately we did not find the #1 buffet in Las Vegas worth the $185.00 (2 people) to be worth it.  We were seated within 10 minutes of our reservation which we appreciated.  The waitress took our drink orders. but that was the last time we saw her.  Although there was a good variety of food. all that we tried was either room temperature when it should have been cold (sushi) or overdone but room temperature like the lamb “T” bones. or so rubbery (crab legs) that you couldn’t snap them to get the meat out.  We were very disappointed in the entire experience.   We will not return.,2,2,3,2,October 3 2024
Very nice restaurant. Fantastic food selection. Really enjoyed the frog legs and bone marrow. Seafood selection was fantastic!,5,5,5,5,October 3 2024
El Bachannal Tiene ya varios años y ya no es tan bueno como lo Fue en un inicio. Las manos de cangrejo no están de lo mejor. La Comida es rica pero nada fuera de lo normal y el precio es muy alto. Aunque haya mucha variedad no es posible vale Comerlo todo. Así que si ya lo conoces no hay para que regresar. Y las mesas no las limpian jamás. Puedes tener todos los platos sucios que has ido usando por todo lo Que dures comiendo ahí en la mesa apretados.,3,4,2,3,October 2 2024
We were told to arrive early even though we had reservations because the line moves very slow. I’m extremely happy we did because it does. It felt very unorganized and the staff seemed angry and annoyed for having to answer questions and explain how things work. Prior to arriving I requested a highchair for our eight month old daughter. which was not available when we were seated. I asked for a second time for a highchair and it wasn’t till 30 minutes into the buffet. Did somebody bring us a highchair. Once we were seated. we weren’t sure what the next step was and our server came up to us and said you better get going. This is a time to vent kind of snickered laughed and walked off. so we felt rushed and pushed and things weren’t explained well. The food was good by no means what I say. It’s high end but it was cooked well and there was plenty of options..,3,3,2,3,October 2 2024
Several of my family members were in Vegas for the first time and we wanted them to experience Bacchanal! It did not disappoint! My uncle was in awe! He loved the frog legs!   And by the way. RAMONA IS OUTSTANDING!!,5,5,5,4,October 2 2024
The food is average it’s definitley buffet style food but with a lot of variety. but quality I would always choose over quantity. It was 86$ a person and we did fill up on the red meats and seafood first so we did get our monies worth but it’s more for an experience. We wouldn’t go again. Food was alright most of it cold by the time you get back to the table,3,3,5,5,October 2 2024
Great service. Overall food was amazing. Great value!!,5,5,5,5,October 2 2024
Important!  Reservations required!  Not particularly easy to figure out if you haven't done it before.  They are through OpenTable.  If you're there and go by the buffet. there is a place to scan a QR code to make reservations.  Wonderful buffet. It opens into rooms that you don't see at first walk-through. so be sure to search all the nooks and crannies.  Value: I never overstuff myself. so the value for me isn't as good. at $84+ per person. However. the variety is awesome. and I lean towards the seafood and lean meats. as well as a few vegetables. Good little desserts in tiny portions so you can have more than one.  If you are at least Diamond status in Caesars Rewards. be sure and let that be known and you'll be bumped up to the front of a very long line.,5,5,4,4,October 2 2024
Went here with my wife to celebrate our 2 year anniversary and had a great time. The service was excellent. The food was amazing and enjoyed the variety.,5,5,5,5,October 2 2024
The best buffet in Vegas. Absolute absurd amount of selection. Crab legs. prime rib. bacon. sushi. and more. Food is great quality and the service is excellent.,5,5,4,5,October 2 2024
Best Buffet in Las Vegas but expensive compared to others. but well worth it.,5,5,5,5,October 2 2024
The waitress didn’t remove the dirty plates. The servers weren’t very nice.,1,2,1,1,October 1 2024
Majority of the food was tasty . I did not find anything that blew me out of the water with great flavor. Crepe station was fun to see and staff was kind and professional. I would put them and wicked spoon on similar level and certainly ideal if you just want to try a good quality buffet in Vegas. Definitely better than palms and mgm grand buffet.,3,3,4,4,October 1 2024
Seriously not worth the money ! It took 30 minutes in line to be seated. The line for hot crab legs was  another 15 minutes. The other selections were just ok. absolutely nothing fabulous. Drinks took 20 minutes and coffee still hadn’t arrived by time we finished dessert. Disappointing overall.,2,1,3,2,October 1 2024
Awesome.  yummy Ice cream cones yummy Prime rib Seafood,5,5,5,5,October 1 2024
The restaurant food is great but should have spent time remodelling it's interior and exterior hardware,4,5,5,5,September 30 2024
All you can eat in 90 minutes for family of 7 with 5 growing boys? Challenge accepted! Huge selection of food to cater for everyone’s taste. all of it exceptional quality  Staff and service were perfect,5,5,5,5,September 30 2024
Food choice is plenty. its good for all people.  Food quality is just average.  but it fair to the price. the restaurant ambiance is great. as it is well decorated and spacious between tables.  The servers are very friendly too.,4,4,4,5,September 30 2024
Ultimately. the set up was beautiful and very welcoming. However. food was cold. Price wasn’t great for the seafood that was served. Very lacking.,3,3,4,3,September 30 2024
The buffet had many options but almost all the food was not hot.  There was an abundance of seafood.  The meat was ok.  The mexican food was good.  The  beet salad horrible. The asian offerings lacked flavor.  The desserts missed the mark.  I get the price point because of all the offerings but it should taste like it was seasoned and be warm.,3,2,4,4,September 30 2024
My intent when looking up great location to eat was an all you can eat that included lobster. I was very very disappointed . after paying bit over $200. to discover the only lobster available was cold. lobster claw.  After more then 2 plates cracking the small claws & not eating any of the small amount meat found inside I’d given up and made due with other items. This was a birthday trip and my intent was to overload on lobster tails . butter with possibly a side of 1 other protein . Photos & description shown lobster but I may have been deceived . I will never revisit .,1,2,5,2,September 30 2024
Overpriced. Miserable staff. Nice food. Loved the desert bar. Overrated,4,5,3,2,September 30 2024
The food was abundant and delicious! I loved the different ethnic food!  Crab legs were perfect❤️ made all that walking. worthwhile!,5,5,5,4,September 30 2024
We loved our table and server. Excellent drink service. Food selection is unbeatable and high quality.,5,5,5,5,September 29 2024
Most of the seafood we tried that day tasted like rubber rinsed in salty water. Lobster. snow crab. whelk. shrimp. all tasted the same.  Prime rib and t bone steak were tough and bland.  The desserts were slightly above average.  Paid around 270 usd for 2 adults and 1 child. Not impressed by a single dish. Very disappointed and won’t go back.,1,1,4,1,September 29 2024
Do not waste your money coming here. Food was not good. Everything was room temp and had no seasoning. I was so disappointed we wasted 200 to eat hear. Go somewhere else.,2,1,3,3,September 29 2024
Some food was cold. the seafood was not seasoned correctly. the Mexican food was not the best as other Mexican restaurants. It was too loud too many people trying to get to the food in front of you like they never seen food before. All our host and hostess were very good great service with all that people they continued to do a great job. Some of the chairs the cushions were over used and it seem like I was sinking they need to be replaced. The natural drinks is what I most like. The dessert almost everything had dairy for the people that don’t do dairy is not good. The gelato was not the best. For the price it should be hot food not cold. and better variety. We went twice to experience both lunch and dinner but I was not that impressed.,3,3,5,3,September 29 2024
The food that was plated and left out for us to pick up was not hot. really it was cold.  That was not good for me.  Like the burger sliders and hot dogs for entrance.  Some of the breakfast items as well.  A better warming system should be instituted.,3,3,5,4,September 29 2024
We arrived on a Sunday morning and went straight from the Harry Reid International Airport straight to Caesars Hotel to check-in and was early for our 10:45 AM reservation at the Bacchanal Buffet.  We were seated early and went straight for the food.  Whether it was because we just flew all the way from NY on an overnight flight or perhaps the food just wasn’t as good as we had imagined or hoped but we each only had 1 ½ plates of loosely filled food and a small sampling of desserts.  There was no lack of variety. but I couldn’t say that anything stood out as exceptional or just plain good.  Our bill was $276.32 for 3 people so we definitely did not do it justice like all those YouTubers are always saying that you MUST do.  For this price. we will NOT be going back there again.  One bright spot was our server.  We regret not remembering her name as she was truly lovely.  Sorry but we didn't take any photos as it just didn't wow us enough to do so.,1,1,3,2,September 29 2024
Food was great.  It takes a long time to be seated even with reservations.,4,4,2,4,September 29 2024
Lived up to everything that everyone says it is. One of the best dining experiences that I had in Vegas.,5,5,5,5,September 29 2024
Would not recommend at all. No value at all to be honest.,2,2,1,1,September 29 2024
Not my first rodeo. I keep going back for a reason,5,4,5,5,September 29 2024
Amazing experience with outstanding options for the entire family. Hands down the best buffet in Las Vegas!,5,5,5,5,September 29 2024
Seafood und Fleisch  und Dessert aber kein Salat - ordentliche Beilagen oder Brot … def total überbewertet.,1,2,4,2,September 29 2024
Fantastic buffet. more food choices than you could imagine. It was a great place to dine.,5,5,5,5,September 28 2024
Had reservations and still had to get in line with ppl that didn’t have any. I think it prolonged the process and a waste of time. Could’ve been more efficient and have those that have a reservation go directly to register to pay. Food was decent but nothing stood out for the price we paid. Only went to this buffet since my son requested it,4,4,4,3,September 28 2024
Food was amazing! There is a ton of options so even the pickiest eater can find something they’ll love!,5,5,5,5,September 28 2024
Lots of food choices.  A little expensive on weekends.,5,5,5,5,September 28 2024
Everything i had was tasty the pork beef roast duck seafood and desserts were fantastic. The turkey wing is got at the carving station was extremely salty that was the only negative thing I experienced.,5,5,5,5,September 28 2024
We enjoyed it. Love the food and staff was very attentive,5,5,5,4,September 28 2024
Always a must stop for us anytime we are in vegas,5,5,5,5,September 28 2024
Vegas buffets aren’t what they used to be. as in- inexpensive. This buffet was worth the price. from endless crab legs to prime rib. As a bonus? The desserts were to die for. Would def go back!!,5,5,5,5,September 28 2024
Amazing experience. the staff was very nice they took empty plates away so quick so you could go up for seconds or desserts! The variety and flavors were so good. this is a must for anyone taking a trip out there worth every penny and then some!!!,5,5,5,5,September 28 2024
Worth every penny. Server was attentive and sweet. food was immaculate and the variations and flavors were mind blowing.,5,5,5,5,September 28 2024
First of all. I can appreciate the expense of food and the overhead costs associated with the buffet. That said. after visiting. I found it difficult justifying paying $87.99 plus taxes and gratuity per person for the buffet. For the amount of good dishes there were. there was an equal amount that were “meh” at best. I understand it is difficult to make that many items and maintain freshness with the volume required. In my opinion. I would have better been served in dining at a good restaurant and ordering from a menu with the money spent at Bacchanal. Was the buffet horrible? No. Would I return again? No. Like anything out there. opinions will vary. You are allowed 1.5 hours to eat. which is plenty of time but still found it odd to be given a time limit for your meal considering the cost. All the staff were friendly and helpful at the time of my visit. If you are planning to make your first visit. I suggest the following… 1) Watch a couple YouTube videos and see if it really interests you. 2) Be certain to make a reservation. 3) Don’t waste your time filling up with carbs and starches. at least hit the proteins first!,2,2,2,2,September 28 2024
Lobster. I tried twice and spit out both times. gross. dry and no flavor. The prime rib and brisket were dry. Desserts tasted rubbery and our waitress never came until I waived her over for water. I would recommend the Wynn buffet over this one. Please don’t waste your money.  Not worth it and will not recommend.,1,1,1,1,September 28 2024
The whole experience was lackluster.   We made reservations.   Even so. you still have to wait in two different lines. and without our Players Card status. the reservation would have just held our place in line instead of advancing us to the next line.  Caesars really needs to step up their game.  There is no comparison to MGM.  MGM wins hands down.  The food is decent but for $190 for two people. I'd rather eat at a nice sit down restaurant.  Alcoholic beverages are not included either.,3,4,4,3,September 28 2024
I was Forest Gump'd. After the research suggested this was the absolute best buffet in Vegas and their websight showing outstanding photos of the place (Awesome marketing). it really was an average buffet experience. Definitely not worth the $222.00 i paid for 2. Would not go back,2,3,3,3,September 28 2024
Very disappointed. Food was not high quality. Pricing was very steep for that kind of food. The beef choices were ok. Seafood was overcooked and we couldn’t even eat it.,1,1,2,2,September 28 2024
Great dinner!  We do enjoyed and will be back soon!,4,4,5,4,September 27 2024
This is my second time trying the buffet. Both times were a major disappointment. They have variety but food was not good. Quality of food was disappointing. I won’t be dining here anymore.,2,1,4,3,September 27 2024
Really nice place. a lot of options to eat. but it much more expensieve than it was before and they just let you be there 1.5 hours.,5,5,4,5,September 27 2024
If you are going to indulge. this is the place to do it. Each and every dish is delicious. We never had look around to get our  beverages refilled and our empty plates removed. Make sure you save some room for the desserts!,5,5,5,5,September 27 2024
My wife and I went for the first time and tried every single item. The only items that tasted okay were the crab legs. the fried frog legs. the crème brûlée. a couple cold cheese slices. and the fruit gelato flavors. The rest either lacked depth in flavor. overcooked. or has inedible texture. like the rock hard bread and patty of the slider burgers. or the crab rangoons that were like a mouth full of lard. We had to chew the prime rib and tri-tip steaks so much until we gave up and couldn’t eat the rest. For being considered a top buffet in Las Vegas. the quality surely does not justify the hype. unless the quality has went down tremendously. We have had better all you can eat experiences for less than half the $85 price tag. Safe to say. we will not return. even for less. because majority of the food simply did not taste good.,1,1,5,4,September 27 2024
Food was good just to expensive and you only get a hr and 30 mins to eat,4,4,4,4,September 27 2024
Delicious food. Great service. We will come back again.,5,5,5,5,September 27 2024
No point having a reservation as we then had to line up for 45 mins to be seated. It’s too over priced too. But hey ho that’s vegas.,3,3,2,3,September 27 2024
There is a wide variety of food but not sure the quality matches the price.,4,4,5,4,September 27 2024
Awesome amount of options that are delicious and excellent service.,5,5,5,5,September 27 2024
We had a 6:15 reservation and noticed a line so we got in line about 5:50 and we were seated at 6:14. The staff was friendly and the food was fabulous. Worth every penny.,5,5,5,5,September 27 2024
The Bacchanal is everything you’ve heard and more.  There is such a variety of different cultures that no matter how much you sample. you feel you’ve missed something.,5,5,5,5,September 27 2024
Most expensive buffet I've ever eaten at. Was good but some of the hot dishes were just warm and getting cold as if they were sitting there a long time. You'd think with the price you pay they would monitor the food sitting out alittle better to make sure it is fresh and hot. The tri tip was dry. If you're looking for crab legs this is a good place to get your fix.,4,4,5,4,September 27 2024
Still our favorite buffet in Vegas.  Tried most of the others will always go back to Bacchanal buffet when we’re in Vegas,5,5,5,5,September 26 2024
The food selection was great and everything tasted wonderful.  They have a great selection of seafood.,5,5,5,4,September 26 2024
Best buffet I have ever had! Tons of cram and I can highly recommend!,5,5,5,5,September 26 2024
It was very nice not having to deal with a rush or crowd to eat. I loved it. The cashier also made sure to check her list for the Brunch Special price for my husband and I. I had booked for 10:30am and we arrived a little after (traffic). but she honored it. Super thankful for that. Food was so delicious. The brisket was definitely the highlight for me. Everything was amazing. We will definitely be back!,5,5,5,5,September 26 2024
Zzzzzzzzz zzzzzzz zzzzzzzzz xzzzzzx zzzzzxx zzzxxxxx,3,3,4,4,September 26 2024
We tried Wynn and Bacchanal. Bacchanal won in everything but both are buffet so the quality would be a little less than a restaurant.  Everything was fresh. with very good flavor and variety.,4,4,5,4,September 26 2024
I’ve been to Bacchanal several times in the past pre-Covid and immediately post-Covid.  I must say that this visit in Sept 2025 has been the most enjoyable.  The food was really. really tasty and the variety has been ever so slightly improved.  Service was on point with drink refills and clearing plates.  And I didn’t feel as time pressured as in the past (90 minute time limit).,5,5,5,5,September 26 2024
We really liked when we were greeted with excitement and joy before we entered the restaurant. Food presentation and cleanliness was on point and the lines were moving fast.,5,5,5,5,September 26 2024
1st time going to the buffet.  Food was very good and varied.  were not advise what the tip amount was and that it was taken from our points.  No paper work indicated this.  Not knowing this it cost us an additional $10.00 to hand tip.  My main reason for going to the buffet was to eat crab. the 90 minute was not enough due to the time it takes to eat crab.  The desserts were great. but had to shove them down due to the time limit.  Another 15 minutes would have done it,3,4,3,1,September 25 2024
First I want to mention. we are local and my wife is handicapped and can't walk very fast or far.       When paying for the buffet. the checker never mentioned that a tip would be taken out of my rewards account. I only found out when I finished playing in the casino and checked my rewards account. I should have been told.      The one and half hour rule should be TWO HOURS as the cash receipt is when the time starts. So walking to assigned table. quick walk to see what is being served. standing on line for food and time back and forth to the table takes away from eating time.  Also the wife and I didn't have much conversation while there due to time constraints.      When getting up for desert. I noticed some tables next to us where not cleared. When I returned neither was ours. I had to pile the used dishes to the corner to make room for our desert dish(no server around). Apparently the server does not clean at this point as we had to look at piled used dishes.       When we got up to leave. about 1 minute beyond time by my watch. the server was right there to set the table for the next guests. I didn't want any discussions as other reviewer's had.      I handed the server a cash tip(not knowing some tip was already awarded) and she never acknologed it. just kept cleaning.      Would I/we be back???,4,5,4,5,September 25 2024
Quick and time preference was awesome Hot crab available on mid week  thx,5,5,5,4,September 25 2024
too much. too expensive for what they give you in return. from my point of view it is an abuse. on social networks they indicate a price and when you are there it turns out that it is much more expensive.,1,3,2,3,September 25 2024
Over priced but good experience.  You can get the quality of food at a much cheaper price at other places. Experience was cool but will never go back.,3,4,4,4,September 25 2024
Overpriced. poor quality food and service none existent.  Seafood flavourless and watery - not great.,3,3,2,2,September 25 2024
Huge selection of food but the hot lobster was out too long and my friend couldn't eat his shrimp because it was too slimy,5,4,5,5,September 25 2024
Tasteless . we expected something better than the Wynn,1,1,5,3,September 24 2024
Outstanding food tons and tons of options. should add more cakes or brownies however,5,5,5,5,September 24 2024
First the deserts were outstanding.  The seafood was fresh however very bland and for whatever the crab legs were water soaked.  My wife tried the prime rib and it was overcooked.  In all fairness it’s been 10-15 years since I’ve eaten at buffet.  I suspect just having to cook in huge quantities is what drove the majority of the quality problems.  Overall if you are big eater and like buffets I would definitely recommend they truly had something for every palate.,3,2,2,2,September 24 2024
It was my birthday dinner and it was fabulous. Everything was fresh and delicious.,5,5,5,5,September 24 2024
Sushi is very good. We will back to the Bacchanal Buffet.,5,5,5,5,September 24 2024
Sat down at 2:50pm on a Monday. ordered drinks and asked for crab cracker. waited 20 min. still no crab cracker. It wasn’t busy. server’s attitude was not nice… food quality not as good as used to be.,4,4,3,4,September 23 2024
Food not good. not worth the price. Will not come back,1,1,4,1,September 23 2024
Very overrated for the price. The only decent item is the crab legs. Everything else was dried out or cheap items you see on any regular buffet,2,1,2,2,September 23 2024
Our server was great and attentive. Some of the food was cold. My family and I enjoyed the crab legs. BBQ. and the crepe. pasta and noodle stations.,4,4,4,5,September 23 2024
Had reservations for four last weekend Dinner buffet and honestly was not impressed. I’ve been going to Vegas for many years and going to this buffet for many years as well. Food quality has gone down a lot most of the items that we ate were either cold or bland. Carving station Brisket was mostly fatty. For the cost of the buffet. there are much better buffets to go to in Vegas. We spent $460 At that price point look for a better buffet. This buffet is all hype now regret going.,2,2,4,4,September 23 2024
Enjoyed the food. the service and people were great. Did not like that I had to wait 20 minutes even with a reservation. Overall an awesome experience due to our waiter and food.,5,5,3,5,September 23 2024
Seafood. especially the lobster was dry and did not taste right. Overpriced overall.,3,2,2,3,September 23 2024
The food was delicious...my waitress was outstanding. But one of the managers I asked a question to see if I could be moved to a closer table due to my husband suffers from mild dementia and has trouble getting around. He didn't let me finish asking the question before he cut me off and said all tables are reserved and rushed off.  Verry poor customer service a gentleman in a black suit that had no hair.... Managers lead thru example and his lack of customer service does no set a good example for the rest.,4,4,4,4,September 23 2024
